id,TmStamp,H,u,u_e,u_n
series_1,2023-11-05 21:00:00,2.729002712,5.631563019554771,-0.39719763348476067,-5.6175382582739
series_1,2023-11-05 22:00:00,2.533792732,5.608096168016296,-0.22162480159046127,-5.603715292289487
series_1,2023-11-05 23:00:00,2.050525,5.66092363313008,-0.06782914563280851,-5.6605172543799736
series_1,2023-11-06 00:00:00,2.063976444,5.090501690706632,-0.638336862142587,-5.050320139705703
series_1,2023-11-06 01:00:00,1.9110893,5.065190154359206,1.4314609362122792,-4.858710825714543
series_1,2023-11-06 02:00:00,2.045931824,10.211897219360017,-0.21403987920706435,-10.209653850590719
series_1,2023-11-06 03:00:00,2.602690372,10.437375675872975,-3.311282465985329,-9.898192735533238
series_1,2023-11-06 04:00:00,3.770997496,10.075487680388314,-3.8239691124662425,-9.321626050457121
series_1,2023-11-06 05:00:00,4.471456836,8.791421258981801,-2.892881123770331,-8.301826699986604
series_1,2023-11-06 06:00:00,5.35269046,7.100121648707314,-1.2220258348678723,-6.994167590597022
series_1,2023-11-06 07:00:00,4.846456848,6.3851067908345644,-2.53489912715522,-5.860364762155115
series_1,2023-11-06 08:00:00,4.404855784,6.07050973052302,-2.696601050807883,-5.438697561103806
series_1,2023-11-06 09:00:00,4.41765106,5.504775546323601,-3.050367464784372,-4.582336974207294
